kmetstvo,name,center,document,category
VID09-10,Гомотарци,15998,2,
VID09-11,Градец,17422,2,
VID09-15,Дунавци,24061,2,
VID09-16,Жеглица,29043,1896,
VID09-18,Иново,32754,2,
VID09-19,Капитановци,36141,2,
VID09-20,Кошава,39147,2,
VID09-21,Кутово,41263,2,
VID09-25,Покрайна,57131,2,
VID09-26,Рупци,63358,1896,
VID09-28,Синаговци,66473,1896,
VID09-29,Слана бара,67180,2,
VID09-30,Сланотрън,67194,2,
VID09-31,Новоселци,52283,516,
VID09-32,Майор Узуново,46111,1896,
VID09-33,Дружба,23786,1896,
VID09-34,Каленик,35328,1896,
VID09-35,Търняне,73746,1896,
VID15-06,Тошевци,72919,1896,
VID16-01,Арчар,00672,2,
VID16-04,Воднянци,11778,1896,
VID16-06,Орешец,14489,2,
VID16-09,Извор,32370,1896,
VID16-10,Карбинци,36440,1896,
VID16-15,Медовница,47648,1896,
VID16-17,Септемврийци,66278,1896,
VID22-01,Големаново,15415,1896,
VID22-05,Старопатица,69002,2,
VID22-06,Тополовец,72775,1896,
VID22-07,Цар-Петрово,78224,1896,
VID25-02,Киреево,36885,1896,
VID25-03,Подгоре,56980,1896,
VID25-04,Раковица,62044,2,
VID30-01,Винарово,11079,2,
VID30-02,Неговановци,51264,2,
VID30-03,Флорентин,76145,1896,
VID30-04,Ясен,87583,1896,
VID33-02,Динково,21193,1896,
VID33-04,Дреновец,23672,2,
VID33-06,Бело поле,03678,2,
VID33-07,Дражинци,23515,1896,
VID33-08,Гюргич,18486,1896,
VID33-09,Черно поле,81247,1896,
VID33-10,Плешивец,56753,1896,
VID33-11,Тополовец,73924,1896,
VID37-02,Горни Лом,16571,2,
VID37-03,Долни Лом,22424,1896,
VID37-05,Репляна,62493,1896,
VID37-06,Средогрив,68518,1896,
VID37-07,Търговище,73612,1896,
VRC05-01,Добролево,21600,2,
VRC05-02,Малорад,46810,2,
VRC05-03,Нивянин,51559,2,
VRC05-04,Сираково,66617,1896,
VRC08-01,Алтимир,00401,2,
VRC08-02,Буковец,06968,1896,
VRC08-03,Бърдарски геран,07418,2,
VRC08-04,Бъркачево,07538,2,
VRC08-05,Враняк,12214,2,
VRC08-07,Габаре,14012,2,
VRC08-08,Галиче,14406,2,
VRC08-09,Драшан,23618,1896,
VRC08-10,Комарево,38128,1896,
VRC08-11,Попица,57594,2,
VRC08-12,Соколаре,67845,2,
VRC08-13,Тлачене,72521,2,
VRC08-14,Търнава,73643,2,
VRC08-15,Търнак,73660,2,
VRC10-01,Баница,02590,2,
VRC10-02,Бели извор,03438,2,
VRC10-03,Веслец,10789,1896,
VRC10-04,Вировско,11185,1896,
VRC10-05,Власатица,11555,2,
VRC10-06,Голямо Пещене,15521,2,
VRC10-07,Горно Пещене,16897,2,
VRC10-08,Девене,20376,2,
VRC10-09,Згориград,30606,2,
VRC10-10,Костелево,38875,2,
VRC10-11,Лиляче,43712,2,
VRC10-12,Лютаджик,44728,1896,
VRC10-14,Мраморен,49223,2,
VRC10-15,Нефела,51528,2,
VRC10-16,Оходен,54482,1896,
VRC10-17,Паволче,55070,2,
VRC10-18,Тишевица,72504,2,
VRC10-19,Три кладенци,73119,2,
VRC10-20,Челопек,80311,2,
VRC10-21,Чирен,81400,2,
VRC10-22,Върбица,12749,129,
VRC20-01,Бутан,07116,2,
VRC20-02,Гложене,18505,2,
VRC20-03,Крива бара,39730,2,
VRC20-04,Хърлец,77548,2,
VRC21-01,Баурене,02912,2,
VRC21-02,Ботуня,05894,1896,
VRC21-03,Галатин,14390,2,
VRC21-04,Главаци,15014,1896,
VRC21-05,Големо Бабино,15494,1896,
VRC21-06,Градешница,17453,2,
VRC21-07,Добруша,21734,1896,
VRC21-08,Краводер,39236,2,
VRC21-09,Лесура,43462,2,
VRC21-10,Осен,54064,1896,
VRC21-11,Пудрия,58788,2,
VRC21-12,Ракево,61933,2,
VRC21-13,Уровене,75143,1896,
VRC21-14,Фурен,76193,1896,
VRC27-01,Боденец,04827,2,
VRC27-02,Брусен,06598,2,
VRC27-03,Върбешница,12704,1896,
VRC27-04,Горна Бешовица,16122,1896,
VRC27-05,Горна Кремена,16256,2,
VRC27-06,Долна Кремена,22126,2,
VRC27-07,Дърманци,24668,1896,
VRC27-08,Елисейна,27317,2,
VRC27-09,Зверино,30510,2,
VRC27-10,Злидол,31190,1896,
VRC27-11,Игнатица,32281,2,
VRC27-13,Крапец,39483,1896,
VRC27-14,Крета,39709,1896,
VRC27-15,Лик,43654,2,
VRC27-16,Лютиброд,44745,1896,
VRC27-17,Лютидол,44759,1896,
VRC27-18,Моравица,49031,2,
VRC27-19,Оселна,54047,2,
VRC27-21,Очиндол,54506,1896,
VRC27-22,Ребърково,62390,1896,
VRC27-23,Руска Бела,63450,1896,
VRC27-24,Старо село,69050,1896,
VRC27-25,Типченица,72432,2,
VRC27-27,Царевец,78135,1896,
VRC28-01,Войводово,11853,1896,
VRC28-02,Крушовица,40200,2,
VRC28-03,Липница,43774,2,
VRC28-05,Софрониево,68148,2,
VRC31-01,Галово,14427,1896,
VRC31-02,Горни Вадин,16451,2,
VRC31-03,Долни Вадин,22321,1896,
VRC31-04,Лесковец,43400,2,
VRC31-05,Остров,54386,2,
VRC31-06,Селановци,70723,2,
VRC32-01,Долна Бешовица,22023,1896,
VRC32-02,Камено поле,35910,2,
VRC32-03,Кунино,40645,2,
VRC32-04,Курново,40693,1896,
VRC32-05,Радовене,61488,2,
VRC32-06,Синьо бърдо,66576,2,
VRC32-08,Стояновци,69554,1896,
VRC32-09,Струпец,69972,1896,
VRC32-10,Хубавене,77493,1896,
VRC35-02,Бързина,07497,1896,
VRC35-03,Манастирище,47010,2,
VRC35-04,Михайлово,48492,2,
VRC35-05,Рогозен,62815,2,
VTR04-01,Арбанаси,00583,1896,
VTR04-02,Балван,02364,2,
VTR04-03,Беляковец,03798,2,
VTR04-07,Водолей,11795,2,
VTR04-09,Вонеща вода,12098,1896,
VTR04-13,Дебелец,20242,2,
VTR04-14,Дичин,21244,1896,
VTR04-16,Къпиново,36107,1896,
VTR04-17,Килифарево,36837,2,
VTR04-18,Леденик,43253,2,
VTR04-19,Малки чифлик,46532,1896,
VTR04-20,Миндя,48278,1896,
VTR04-22,Никюп,51740,1896,
VTR04-23,Ново село,52177,2,
VTR04-24,Плаково,56602,1896,
VTR04-25,Присово,58459,2,
VTR04-27,Пчелище,58918,2,
VTR04-29,Ресен,62517,2,
VTR04-30,Русаля,63416,1896,
VTR04-31,Самоводене,65200,2,
VTR04-32,Хотница,77356,1896,
VTR04-33,Церова кория,78428,2,
VTR04-34,Шереметя,83123,1896,
VTR04-35,Шемшево,83586,2,
VTR06-01,Върбица,12735,2,
VTR06-02,Горски горен Тръмбеш,17107,1896,
VTR06-03,Горски долен Тръмбеш,17124,1896,
VTR06-04,Долна Оряховица,22232,2,
VTR06-05,Драганово,23100,2,
VTR06-06,Крушето,40172,2,
VTR06-07,Писарево,56472,2,
VTR06-08,Поликраище,57217,2,
VTR06-09,Правда,57981,2,
VTR06-10,Първомайци,59094,2,
VTR06-11,Стрелец,69780,1896,
VTR06-12,Янтра,87453,2,
VTR06-13,Паисий,55196,1896,
VTR13-01,Беброво,03054,2,
VTR13-04,Буйновци,06896,1896,
VTR13-07,Илаков рът,32593,1896,
VTR13-08,Каменари,35729,1896,
VTR13-09,Константин,38337,2,
VTR13-11,Майско,46125,2,
VTR13-14,Палици,55261,1896,
VTR14-01,Горско Ново село,17213,2,
VTR14-04,Калайджии,35273,1896,
VTR14-06,Резач,62431,1896,
VTR14-07,Родина,62877,2,
VTR14-10,Средно село,68494,1896,
VTR20-01,Джулюница,20835,2,
VTR20-02,Добри дял,21453,2,
VTR20-03,Драгижево,23217,2,
VTR20-04,Козаревец,37664,2,
VTR20-05,Мерданя,47826,2,
VTR22-01,Батак,02823,2,
VTR22-02,Бутово,07123,2,
VTR22-03,Бяла черква,07716,2,
VTR22-04,Вишовград,11380,1896,
VTR22-05,Върбовка,12783,2,
VTR22-06,Горна Липница,16290,2,
VTR22-07,Димча,21138,2,
VTR22-08,Дъскот,24685,2,
VTR22-09,Караисен,36289,2,
VTR22-10,Лесичери,43356,2,
VTR22-11,Михалци,48550,2,
VTR22-12,Мусина,49429,1896,
VTR22-13,Недан,51295,2,
VTR22-14,Паскалевец,55508,1896,
VTR22-15,Патреш,55573,2,
VTR22-16,Росица,63080,1896,
VTR22-17,Сломер,67475,2,
VTR22-18,Стамболово,68708,2,
VTR22-19,Долна Липница,22160,154,
VTR26-01,Вързулица,12869,1896,
VTR26-02,Стефан Стамболово,17467,1896,
VTR26-04,Иванча,32175,2,
VTR26-05,Каранци,36405,1896,
VTR26-06,Куцина,40782,2,
VTR26-07,Климентово,41246,2,
VTR26-08,Масларево,47439,2,
VTR26-09,Обединение,53014,2,
VTR26-10,Орловец,53905,2,
VTR26-11,Павел,55018,2,
VTR26-12,Полски Сеновец,57340,2,
VTR26-13,Раданово,61279,2,
VTR26-14,Петко Каравелово,65471,2,
VTR26-15,Страхилово,69732,2,
VTR28-01,Алеково,00237,2,
VTR28-02,Александрово,00285,1896,
VTR28-03,Българско Сливово,07363,2,
VTR28-04,Вардим,10118,2,
VTR28-05,Горна Студена,16393,2,
VTR28-07,Драгомирово,23431,2,
VTR28-08,Козловец,37784,2,
VTR28-09,Морава,49028,2,
VTR28-10,Овча могила,53196,2,
VTR28-11,Ореш,53672,2,
VTR28-12,Совата,67787,1896,
VTR28-13,Хаджидимитрово,77013,2,
VTR28-14,Царевец,78121,2,
VTR28-15,Червена,80457,1896,
VTR31-01,Асеново,00730,2,
VTR31-02,Балканци,02470,1896,
VTR31-03,Благоево,04282,660,
VTR31-04,Бряговица,06731,2,
VTR31-05,Виноград,11140,2,
VTR31-06,Владислав,11466,1896,
VTR31-07,Горски Сеновец,17155,1896,
VTR31-09,Камен,35657,2,
VTR31-10,Кесарево,36782,2,
VTR31-11,Лозен,44046,2,
VTR31-12,Мирово,48341,1896,
VTR31-14,Нова Върбовка,51799,1896,
VTR31-17,Сушица,70408,2,
VTR31-19,Царски извор,80203,2,
VTR32-01,Бяла река,07661,1896,
VTR32-04,Коевци,37561,1896,
